300000	0	1	0	0	0	3	9	-1	186652000	1400	1	117	-1	691510.14	17	5
293361	0	1	293361	2	1	1	-1	0	237200000	1000	0	-1	-1	74500	5	1
288900	0	1	202230	3	2	0	16	0	319000000	750	0	-1	-1	288900	1	2
263111.8	0	1	0	5	1	3	2	0	0	300	0	9	-1	76680	2	5
259386	0	1	0	0	0	3	16	-1	-1	-1	0	-1	-1	0	0	5
255626	0	1	255626	0	0	1	-1	-1	5800000000	2500	0	-1	30000	0	0	1
250935	0	1	250935	0	1	1	9	-1	0	3500	0	-1	-1	20000	1	1
250000	0	1	0	0	0	3	4	-1	0	300	0	9	-1	76680	2	5
250000	0	1	50000	0	0	2	4	-1	186652000	1400	1	117	-1	691510.14	17	3
250000	0	1	50000	0	0	2	16	-1	108119178	475	1	-1	-1	400000	2	3
229250	0	1	0	2	1	3	21	0	60000000	2552	0	-1	3200	583375.5	9	5
227347	0	1	0	16	2	3	2	0	35000000	186	1	2	-1	110375	5	5
225000	0	1	0	0	0	3	21	-1	6100000	120	1	4	35	18500	3	5
220000	0	1	0	0	0	3	10	-1	999000000	2500	1	-1	30000	0	0	5
218000	0	1	87200	0	2	0	10	0	9900000	500	0	-1	-1	1154016.74	6	4
206000	0	1	82400	0	0	2	4	-1	0	6	0	-1	15000	206000	2	4
203669.63	0	1	0	8	0	3	21	0	17224097	91	0	-1	-1	180000	3	5
200450.76	0	1	200450.76	10	1	1	9	0	8700000	101	0	-1	-1	0	0	1
200000	0	1	0	0	0	3	26	-1	14000000	1600	1	-1	-1	67475.4	5	5
200000	0	1	0	0	0	3	-1	-1	35000000	186	1	2	-1	110375	5	5
200000	0	1	0	0	0	2	21	-1	9900000	500	0	-1	-1	1154016.74	6	6
200000	0	1	0	0	0	3	26	-1	8700000	101	0	-1	-1	0	0	5
200000	0	1	40000	0	0	2	3	-1	119500000	2539	0	-1	-1	356340	11	3
200000	0	1	0	0	0	3	4	-1	6100000	120	1	4	35	18500	3	6
200000	0	1	0	0	0	3	4	-1	0	240	0	1	-1	0	0	5
200000	0	1	0	0	1	3	-1	-1	14800000	370	0	-1	-1	0	0	5
200000	0	1	40000	0	0	2	10	-1	278856691	1000	0	-1	-1	735700	5	3
200000	0	1	40000	0	0	2	16	-1	0	249	0	-1	-1	200000	1	3
200000	0	1	0	0	0	3	21	-1	4800000	52	0	3	-1	25000	1	5
200000	0	1	0	0	0	3	-1	-1	9300000	134	1	-1	-1	178900	5	5
200000	0	1	0	0	0	3	-1	-1	457000000	750	0	1	1	500000	5	5
176100	0	1	176100	16	1	1	26	0	119500000	2539	0	-1	-1	356340	11	1
175000	0	1	0	0	0	3	26	-1	850000	87	0	1	10	0	0	5
175000	0	1	0	0	1	3	22	0	186652000	1400	1	117	-1	691510.14	17	5
173693.4	0	1	173693.4	18	0	1	26	0	850000	87	0	1	10	0	0	1
170000	0	1	68000	0	1	2	14	-1	9300000	134	1	-1	-1	178900	5	4
162875.25	0	1	162875.25	12	0	1	16	0	2300000	61	1	4	1	39937.5	2	1
162600	0	1	65040	6	0	0	16	0	186652000	1400	1	117	-1	691510.14	17	4
162183.52	0	1	162183.52	21	0	1	-1	0	13500000	129	1	-1	-1	107500	2	1
160408.86	0	1	160408.86	16	0	1	22	0	-1	83	0	2	-1	52000	3	1
160408.86	0	1	160408.86	16	0	1	22	0	-1	83	0	2	-1	52000	3	1
160000	0	1	0	0	0	3	21	-1	1696000000	8	0	-1	-1	0	0	5
159840	0	1	159840	3	1	1	26	0	119500000	2539	0	-1	-1	356340	11	1
157600	0	1	31520	0	0	2	14	-1	-1	60	1	1	25	270600	3	3
153687.5	0	1	153687.5	11	0	1	26	0	37600000	230	1	-1	-1	-300	1	1
150599.34	0	1	0	9	0	3	4	0	5300000	58	0	2	15	0	0	5
150000	0	1	0	0	0	3	21	-1	6300000	104	1	-1	-1	0	0	5
150000	0	1	0	0	0	3	9	-1	0	92	1	3	-1	100000	1	5
150000	0	1	0	0	0	3	-1	-1	1776965000	6	0	-1	-1	0	0	5
150000	0	1	0	0	2	3	26	-1	420000	110	0	1	35	0	0	5
150000	0	1	30000	0	1	2	26	-1	119500000	2539	0	-1	-1	356340	11	3
150000	0	1	0	0	0	3	5	-1	10300000	80	0	-1	-1	0	0	5
150000	0	1	60000	0	0	2	4	-1	108119178	475	1	-1	-1	400000	2	4
150000	0	1	0	0	0	3	-1	-1	3200000	50	1	-1	-1	0	0	5
150000	0	1	0	0	0	3	22	-1	11000000	51	0	-1	-1	0	0	5
150000	4	2	0	0	0	3	4	-1	20500000	385	0	-1	-1	75000	1	5
150000	0	1	0	0	0	3	16	-1	2300000	30	0	-1	-1	0	0	5
150000	0	1	0	0	0	3	16	-1	500000	205	1	0	-1	0	1	5
150000	0	1	0	0	0	3	16	0	0	158	0	3	-1	5000	2	5
148053	0	1	0	16	1	3	-1	0	1200000	50	0	-1	-1	0	0	5
148000	0	1	0	0	0	3	16	-1	5800000000	2500	0	-1	30000	0	0	5
147686.73	0	1	59074.69	18	0	0	14	0	1200000	31	1	2	5	156186.73	2	4
140800	0	1	0	0	2	3	21	0	28500000	200	0	-1	-1	5000	1	5
140000	0	1	0	0	0	3	16	-1	3300000	27	1	-1	6	40000	1	5
135000	0	1	0	0	0	3	-1	-1	1200000	50	0	-1	-1	0	0	5
133950.06	0	0	93765.04	34	0	0	2	0	6203832	43	1	1	4	133950.06	1	2
130000	0	1	0	0	0	3	25	-1	850000	87	0	1	10	0	0	5
130000	0	1	0	0	0	3	16	-1	0	58	1	8	-1	11000	1	5
130000	0	1	26000	0	0	0	10	-1	17224097	91	0	-1	-1	180000	3	3
130000	0	1	0	0	0	3	4	-1	0	33	1	3	-1	0	0	5
130000	0	1	0	0	0	3	21	-1	0	47	0	-1	-1	0	0	5
130000	0	1	0	0	0	3	21	-1	5500000	84	0	-1	-1	0	0	5
130000	0	1	0	0	1	3	25	-1	4600000	56	1	1	10	0	0	5
126840	0	1	126840	4	1	1	2	0	0	300	0	9	-1	76680	2	1
126087.24	0	1	126087.24	17	0	1	16	0	3300000	36	1	2	-1	0	0	1
126087.24	0	1	126087.24	17	0	1	16	0	3300000	36	1	2	-1	0	0	1
125000	0	1	0	0	0	3	26	0	16000000	111	0	18	-1	0	1	5
125000	0	1	0	0	1	3	26	-1	119500000	2539	0	-1	-1	356340	11	5
125000	0	1	0	0	0	3	21	-1	5800000	51	1	1	15	0	0	5
125000	0	1	0	0	0	3	-1	-1	17800000	115	1	2	-1	0	0	5
125000	0	1	25000	0	0	2	26	-1	4400000	70	1	5	-1	125000	1	3
125000	0	1	0	0	0	3	10	-1	5500000	84	0	-1	-1	0	0	5
125000	0	1	0	0	1	3	-1	-1	3300000	0	0	-1	-1	0	0	5
125000	0	1	0	0	1	3	-1	-1	3300000	0	0	-1	-1	0	0	5
125000	0	1	25000	0	0	2	4	-1	6300000	134	1	6	-1	127310	3	3
122442.6	0	1	122442.6	18	0	1	-1	0	3700000	33	0	1	-1	0	0	1
120000	0	1	0	0	0	3	-1	-1	24000000	45	0	1	-1	2000	1	5
120000	0	1	0	0	0	3	4	-1	0	33	1	3	-1	0	0	5
120000	0	1	0	0	0	3	16	-1	0	86	1	-1	-1	0	0	5
120000	0	1	0	0	0	3	21	-1	4400000	70	1	5	-1	125000	1	5
117201	0	1	0	0	0	3	9	-1	2100000	26	1	1	8	0	0	5
114840.4	0	1	114840.4	13	0	1	21	0	0	42	1	4	-1	0	0	1
113160	0	1	45264	1	1	2	14	0	60000000	2552	0	-1	3200	583375.5	9	4
112000	0	1	112000	1	1	1	9	0	119500000	2539	0	-1	-1	356340	11	1
110000	0	1	0	0	0	3	16	-1	4700000	50	1	2	14	0	0	5
110000	0	1	0	0	0	3	9	-1	20000000	83	1	1	8	0	0	5
110000	0	1	0	0	0	3	16	-1	3300000	27	1	-1	6	40000	1	5
110000	0	1	0	0	0	3	16	-1	0	81	1	-1	-1	0	0	5
110000	0	1	0	0	0	3	-1	-1	3200000	50	1	-1	-1	0	0	5
110000	0	1	0	0	0	3	16	-1	3700000	40	1	1	-1	0	0	5
108800	0	1	0	0	0	3	-1	0	0	158	0	3	-1	5000	2	5
108095.2	0	1	108095.2	22	2	1	2	0	0	60	1	-1	-1	352.62	1	1
108095.2	0	1	108095.2	22	2	1	2	0	0	60	1	-1	-1	352.62	1	1
107253.59	0	1	107253.59	21	0	1	-1	0	4900000	90	1	2	25	1900	1	1
103565	0	1	103565	0	0	1	-1	-1	5300000000	3000	0	-1	1100	107000	1	1
100000	0	1	40000	0	1	2	4	-1	186652000	1400	1	117	-1	691510.14	17	4
100000	0	1	0	0	1	3	26	-1	0	181	0	1	1	25000	1	5
100000	0	1	20000	0	0	2	16	-1	35000000	186	1	2	-1	110375	5	3
100000	0	1	0	0	0	3	-1	-1	1776965000	6	0	-1	-1	0	0	5
100000	1	1	0	0	0	3	-1	-1	0	10000	0	-1	-1	0	0	5
100000	0	1	20000	0	0	2	16	-1	0	170	0	-1	-1	165000	4	3
100000	0	1	0	0	1	3	26	-1	4800000	52	0	3	-1	25000	1	5
100000	0	1	40000	0	1	2	9	-1	0	92	1	3	-1	100000	1	4
100000	0	1	0	0	1	3	-1	-1	0	300	0	9	-1	76680	2	5
100000	0	1	0	0	0	3	23	-1	3000000	28	1	1	-1	0	0	5
100000	0	1	20000	0	0	2	11	-1	186652000	1400	1	117	-1	691510.14	17	3
100000	0	1	0	0	0	3	-1	-1	3700000	33	0	1	-1	0	0	5
100000	0	1	0	0	0	3	-1	-1	138500000	303	0	-1	-1	0	0	5
100000	0	1	40000	0	0	2	2	-1	186652000	1400	1	117	-1	691510.14	17	4
100000	0	1	0	0	0	3	-1	-1	20000000	83	1	1	8	0	0	5
96935	0	1	67854.5	5	1	0	16	0	126000000	195	0	-1	-1	344762.5	7	2
95987.8	0	0	95987.8	8	1	1	-1	0	186652000	1400	1	117	-1	691510.14	17	1
95000	0	1	38000	0	0	2	16	-1	126000000	195	0	-1	-1	344762.5	7	4
95000	0	1	38000	0	0	0	16	-1	60000000	35	0	1	-1	95000	1	4
95000	0	1	19000	0	0	2	0	-1	6600000	26	1	2	-1	95000	1	3
95000	0	1	19000	0	0	2	14	-1	-1	60	1	1	25	270600	3	3
94900	0	1	0	7	1	3	16	0	46600000	85	0	-1	-1	0	0	5
92560	0	1	92560	0	0	1	-1	-1	-1	-1	0	-1	3500	0	0	1
92180	0	1	92180	7	1	1	2	0	0	300	0	9	-1	76680	2	1
90600	1	1	0	0	0	3	10	-1	72600000	-1	0	-1	400	0	0	5
90100	0	1	90100	7	1	1	-1	0	0	300	0	9	-1	76680	2	1
90000	0	1	0	0	2	3	9	0	8700000	101	0	-1	-1	0	0	5
90000	0	1	0	0	1	3	26	0	16000000	111	0	18	-1	0	1	5
90000	2	1	18000	0	0	2	-1	-1	154000000	-1	0	-1	4500	90000	1	3
90000	0	1	0	0	0	3	2	-1	60000000	35	0	1	-1	95000	1	5
90000	0	1	0	0	1	2	9	-1	2800000	30	1	3	9	8400	2	6
90000	4	2	36000	0	0	2	23	-1	60500000	150	0	-1	-1	90000	1	4
90000	0	1	0	0	1	3	16	-1	3000000	35	0	-1	-1	0	0	5
89180	0	1	35672	7	0	2	16	0	4000000	91	1	-1	-1	107180	3	4
85000	0	1	34000	0	0	2	11	-1	180000	125	0	-1	-1	85000	1	4
85000	0	1	0	0	0	3	16	-1	5300000000	3000	0	-1	1100	107000	1	5
84000	0	1	84000	1	1	1	26	0	119500000	2539	0	-1	-1	356340	11	1
83000	0	1	0	0	0	3	26	-1	1500000	10	0	-1	-1	0	0	5
80642.04	0	1	80642.04	9	0	1	22	0	0	158	0	3	-1	5000	2	1
80221.62	0	1	80221.62	8	0	1	21	0	0	31	0	1	7	3151.71	1	1
80000	0	1	0	0	1	3	21	0	41700000	250	0	-1	1300	70000	2	5
80000	0	1	80000	1	1	1	-1	0	0	300	0	9	-1	76680	2	1
80000	0	1	56000	0	1	0	16	-1	335900000	499	0	-1	-1	80000	1	2
80000	0	1	0	0	1	3	26	0	119500000	2539	0	-1	-1	356340	11	5
79350	0	1	79350	3	2	1	16	0	30000000	345	0	2	-1	25000	1	1
78600	2	1	78600	0	0	1	-1	-1	5480000000	-1	0	-1	72025	15000	2	1
76700	0	1	0	2	1	3	-1	0	14800000	370	0	-1	-1	0	0	5
76000	4	2	0	0	0	3	23	-1	890000	10	0	-1	-1	0	0	5
75645.87	0	1	30258.35	10	0	0	11	0	2900000	24	0	-1	-1	115645.87	2	4
75462	0	1	0	0	1	3	4	0	12500000	110	0	-1	-1	0	1	5
75462	0	1	0	0	1	3	4	0	12500000	110	0	-1	-1	0	1	5
75257.22	0	1	75257.22	22	0	1	2	0	1500000	30	1	3	-1	0	0	1
75000	0	1	15000	0	0	2	4	-1	86600000	103	0	-1	-1	123000	2	3
75000	0	1	0	0	0	3	-1	0	0	31	0	1	7	3151.71	1	5
75000	0	1	0	0	2	3	-1	-1	5100000	40	0	1	6	0	0	5
75000	0	1	0	0	0	3	16	-1	1200000	50	0	-1	-1	0	0	7
75000	0	1	15000	0	1	2	21	-1	0	30	0	-1	-1	75000	1	3
75000	4	2	15000	0	0	2	2	-1	20500000	385	0	-1	-1	75000	1	3
75000	0	1	0	0	0	3	21	-1	6203832	43	1	1	4	133950.06	1	5
75000	0	1	30000	0	1	2	9	-1	0	456	0	-1	25	125000	4	4
75000	0	1	30000	0	0	2	4	-1	3100000	42	0	-1	-1	75000	1	4
75000	0	1	75000	0	0	1	-1	-1	140000	100	0	-1	-1	49850	3	1
75000	0	1	0	0	0	3	-1	-1	0	-1	0	-1	26000	0	0	5
74896.25	0	1	74896.25	20	0	1	26	0	2800000	27	1	-1	-1	0	0	1
73900.8	0	1	73900.8	19	0	1	16	0	3000000	28	1	1	-1	0	0	1
72882.8	0	1	72882.8	6	1	1	26	0	119500000	2539	0	-1	-1	356340	11	1
72860	0	1	0	7	0	3	2	0	12500000	110	0	-1	-1	0	1	5
70851	0	1	0	0	0	3	16	-1	4900000	90	1	2	25	1900	1	5
70000	0	1	0	0	2	3	-1	-1	30000000	345	0	2	-1	25000	1	5
67992	0	1	67992	4	1	1	9	0	35000000	308	1	3	50	350000	1	1
67500	0	1	67500	0	0	1	16	-1	140000	100	0	-1	-1	49850	3	1
67213.75	0	1	0	19	2	3	26	0	0	23	1	-1	-1	0	0	5
67100	0	1	67100	3	1	1	-1	0	41700000	250	0	-1	1300	70000	2	1
66680	0	1	46676	3	1	0	2	0	0	300	0	9	-1	76680	2	2
65200	0	1	26080	2	1	2	2	0	60000000	2552	0	-1	3200	583375.5	9	4
64000	0	1	64000	0	0	1	-1	-1	140000	100	0	-1	-1	49850	3	1
63000	0	1	12600	0	2	2	4	-1	0	50	0	-1	-1	87000	2	3
60964.8	0	1	0	13	2	3	-1	0	180000	125	0	-1	-1	85000	1	5
60711	0	1	60711	2	1	1	-1	0	157500000	250	0	-1	-1	16520	1	1
60295	0	1	60295	10	0	1	26	0	186652000	1400	1	117	-1	691510.14	17	1
60000	0	1	0	0	1	3	21	-1	119500000	2539	0	-1	-1	356340	11	5
60000	0	1	0	0	0	3	16	-1	0	54	1	-1	-1	5000	1	5
60000	0	1	24000	0	0	0	9	-1	1300000	24	0	-1	-1	100000	2	4
59860	0	1	59860	5	2	1	21	0	61000000	61	0	-1	-1	0	0	1
59770	0	1	59770	8	2	1	16	0	34000000	50	0	-1	-1	0	0	1
58900	0	1	0	0	0	3	26	-1	200000	25	0	4	-1	0	0	5
58812.84	0	0	0	16	0	3	16	0	2400000	31	1	1	7	0	0	5
56587	0	1	0	15	0	3	23	0	2100000	22	1	-1	-1	0	0	5
55664	0	1	0	5	0	3	4	0	35000000	186	1	2	-1	110375	5	5
55200	0	1	55200	0	1	1	-1	-1	626000000	12000	0	8000	-1	8000	1	1
55117.6	0	1	55117.6	15	0	1	9	0	2300000	33	1	3	8	33400	2	1
55000	0	1	0	0	2	3	21	-1	61000000	61	0	-1	-1	0	0	5
55000	0	1	22000	0	1	2	26	-1	126000000	195	0	-1	-1	344762.5	7	4
55000	0	1	0	0	0	3	-1	-1	3700000	27	1	3	-1	0	0	5
55000	0	1	0	0	2	3	4	-1	61000000	61	0	-1	-1	0	0	5
55000	0	1	22000	0	1	2	16	-1	126000000	195	0	-1	-1	344762.5	7	4
55000	0	1	11000	0	2	2	4	-1	0	50	0	2	-1	55000	1	3
54800	0	1	54800	0	1	1	-1	-1	626000000	12000	0	8000	-1	8000	1	1
54655.31	0	1	0	11	0	3	16	0	2300000	33	1	3	8	33400	2	5
54080	2	1	54080	0	0	1	-1	-1	11100000000	-1	0	-1	8000	0	0	1
53701.98	0	1	0	15	2	3	21	0	5143948	49	1	1	9	54000	2	5
53000	0	1	10600	0	0	0	26	-1	5143948	49	1	1	9	54000	2	3
52120	0	1	0	7	0	3	14	0	0	43	1	-1	45	-650	1	5
51850	0	1	0	10	0	3	-1	0	2400000	35	1	2	-1	0	0	5
51427.8	0	1	0	5	1	3	-1	0	119500000	2539	0	-1	-1	356340	11	5
50740	0	1	0	0	1	3	16	0	28200000	112	0	-1	-1	0	0	5
50740	0	1	0	0	1	3	16	0	28200000	112	0	-1	-1	0	0	5
50000	0	1	0	0	0	3	-1	-1	-1	2	0	-1	-1	0	0	5
50000	0	1	50000	0	0	1	-1	-1	-1	2	0	-1	-1	0	0	1
50000	0	1	0	0	0	3	-1	0	0	788	1	-1	-1	10000	1	5
50000	0	1	0	0	0	3	-1	-1	5300000	58	0	2	15	0	0	5
50000	0	1	0	0	0	3	-1	-1	41700000	250	0	-1	1300	70000	2	5
50000	0	1	0	0	1	3	-1	-1	0	300	0	9	-1	76680	2	5
50000	0	1	0	0	0	3	16	-1	1213155	43	1	5	6	0	0	5
50000	0	1	0	0	0	3	21	-1	8200000	101	1	-1	-1	50000	1	5
50000	0	1	0	0	0	3	-1	-1	24000000	45	0	1	-1	2000	1	5
50000	0	1	0	0	0	3	4	-1	4800000	52	0	3	-1	25000	1	5
50000	0	1	10000	0	0	0	10	-1	17224097	91	0	-1	-1	180000	3	3
50000	0	1	20000	0	1	2	26	0	14000000	1600	1	-1	-1	67475.4	5	4
50000	0	1	0	0	0	3	15	-1	500000	205	1	0	-1	0	1	6
50000	0	1	0	0	0	3	21	-1	8200000	101	1	-1	-1	50000	1	5
50000	0	1	10000	0	0	2	26	-1	41700000	250	0	-1	1300	70000	2	3
50000	0	1	10000	0	0	2	4	-1	7000000	76	0	-1	-1	56512	3	3
50000	0	1	0	0	2	3	23	-1	0	265	0	-1	-1	0	0	5
50000	0	1	0	0	0	3	26	-1	1100000	30	1	-1	-1	0	0	5
50000	0	1	50000	0	0	1	-1	-1	140000	100	0	-1	-1	49850	3	1
50000	0	1	0	0	2	3	-1	-1	140000	150	0	-1	-1	0	0	5
50000	0	1	0	0	0	3	-1	-1	457000000	750	0	1	1	500000	5	5
50000	0	1	0	0	0	3	22	-1	0	300	0	9	-1	76680	2	5
50000	0	1	0	0	0	3	21	-1	5800000	51	1	1	15	0	0	5
50000	0	1	0	0	0	3	-1	-1	0	-1	0	-1	26000	0	0	5
50000	0	1	0	0	0	3	-1	-1	0	-1	0	-1	26000	0	0	5
50000	0	1	0	0	0	3	11	-1	500000	205	1	0	-1	0	1	5
50000	0	1	10000	0	0	2	4	-1	-1	83	0	2	-1	52000	3	3
50000	0	1	10000	0	0	2	4	-1	140000	100	0	-1	-1	49850	3	3
50000	0	1	20000	0	0	3	9	-1	8200000	101	1	-1	-1	50000	1	4
50000	0	1	20000	0	1	2	16	-1	0	456	0	-1	25	125000	4	4
50000	0	1	20000	0	1	2	4	-1	457000000	750	0	1	1	500000	5	4
50000	0	1	20000	0	1	0	26	-1	9900000	500	0	-1	-1	1154016.74	6	4
50000	0	1	10000	0	0	2	16	-1	0	170	0	-1	-1	165000	4	3
50000	0	1	10000	0	1	2	16	-1	769831489	850	0	-1	-1	135000	3	3
49583.6	0	1	49583.6	2	1	1	2	0	6300000	134	1	6	-1	127310	3	1
49457.8	0	1	19783.12	24	2	0	4	0	3400000	30	0	2	8	89587.8	3	4
48000	0	1	48000	0	0	1	-1	-1	-1	2	0	-1	-1	0	0	1
48000	0	1	19200	0	2	3	16	-1	86600000	103	0	-1	-1	123000	2	4
48000	0	1	9600	0	0	2	9	-1	1800000	43	1	-1	-1	65000	2	3
47560	0	0	33292	14	2	0	16	0	6400000	400	1	3	35	182560	3	2
47560	0	0	33292	14	2	0	16	0	6400000	400	1	3	35	182560	3	2
47560	0	0	33292	14	2	0	16	0	6400000	400	1	3	35	182560	3	2
46250	0	1	46250	0	1	1	-1	-1	119500000	2539	0	-1	-1	356340	11	1
46020	0	1	0	0	1	3	-1	0	319000000	750	0	-1	-1	288900	1	5
45821.36	0	0	18328.54	4	1	3	9	0	186652000	1400	1	117	-1	691510.14	17	4
45570	0	1	45570	2	1	1	-1	0	335900000	499	0	-1	-1	80000	1	1
45200	0	1	0	0	0	3	4	-1	0	240	0	1	-1	0	0	5
45200	0	1	0	0	1	3	16	-1	0	240	0	1	-1	0	0	5
45000	0	1	0	0	0	3	9	-1	6100000	120	1	4	35	18500	3	5
45000	0	1	0	0	0	3	14	-1	11000000	51	0	-1	-1	0	0	5
45000	0	1	0	0	2	3	-1	-1	30000000	345	0	2	-1	25000	1	5
45000	0	1	45000	0	1	1	2	-1	335900000	499	0	-1	-1	80000	1	1
44900	0	1	44900	4	1	1	4	0	302000000	345	0	-1	-1	14000	1	1
44800	0	1	17920	7	0	2	16	0	5483741	75	0	2	-1	64800	2	4
44800	0	1	17920	7	0	2	16	0	5483741	75	0	2	-1	64800	2	4
43500	0	1	0	0	0	3	9	-1	2100000	26	1	1	8	0	0	5
43365	0	1	43365	2	1	1	-1	0	335900000	499	0	-1	-1	80000	1	1
43248.54	0	1	43248.54	12	0	1	-1	0	180000	125	0	-1	-1	85000	1	1
42900	0	1	0	0	2	3	-1	-1	0	50	0	2	-1	55000	1	5
42900	0	1	0	0	2	3	21	-1	0	30	0	-1	-1	75000	1	5
42900	0	1	42900	3	2	1	16	0	6100000	40	0	-1	-1	15000	1	1
42750.12	0	0	42750.12	20	0	1	14	0	3500000	44	1	3	41	12600	1	1
42640	0	1	0	7	0	3	14	0	0	31	0	1	7	3151.71	1	5
42000	0	1	42000	0	0	1	-1	-1	517600000	3	0	-1	-1	0	0	1
41946	0	1	41946	9	1	1	-1	0	60000000	2552	0	-1	3200	583375.5	9	1
41790	2	1	16716	0	0	2	-1	-1	9640000000	2	0	-1	62159	41790	1	4
41633.5	0	0	41633.5	9	2	1	-1	0	186652000	1400	1	117	-1	691510.14	17	1
40600	0	1	40600	4	1	1	16	0	119500000	2539	0	-1	-1	356340	11	1
40600	0	1	40600	4	1	1	16	0	119500000	2539	0	-1	-1	356340	11	1
40237.5	0	1	40237.5	5	1	1	2	0	35000000	186	1	2	-1	110375	5	1
40130	0	1	16052	7	0	0	16	0	3400000	30	0	2	8	89587.8	3	4
40130	0	1	16052	7	0	0	16	0	3400000	30	0	2	8	89587.8	3	4
40004.3	0	1	40004.3	4	1	1	-1	0	119500000	2539	0	-1	-1	356340	11	1
40000	0	1	16000	0	1	0	26	0	80000000	63	1	4	15	55091	3	4
40000	0	1	0	0	1	3	21	-1	0	86	1	-1	-1	0	0	5
40000	0	1	0	0	0	3	2	0	0	86	1	2	12	0	0	5
40000	0	1	0	0	0	3	16	-1	2400000	31	1	1	7	0	0	5
40000	0	1	16000	0	1	0	26	0	80000000	63	1	4	15	55091	3	4
40000	0	1	0	0	0	3	16	-1	20545649	48	0	-1	-1	123600	4	5
40000	0	1	0	0	0	3	26	-1	5700000	45	0	3	1	0	0	5
40000	0	1	8000	0	0	2	19	-1	3300000	27	1	-1	6	40000	1	3
40000	0	1	0	0	0	3	16	-1	5500000	52	1	-1	-1	50000	1	5
40000	2	1	0	0	0	3	-1	-1	5480000000	-1	0	-1	72025	15000	2	5
40000	0	1	8000	0	0	2	16	-1	20545649	48	0	-1	-1	123600	4	3
40000	2	1	0	0	0	3	-1	-1	5480000000	-1	0	-1	72025	15000	2	5
40000	4	2	0	0	0	3	21	-1	860000	6	0	-1	-1	0	0	5
40000	0	1	16000	0	0	0	11	-1	2900000	24	0	-1	-1	115645.87	2	4
40000	0	1	8000	0	0	2	9	-1	1300000	24	0	-1	-1	100000	2	3
40000	0	1	0	0	0	3	4	-1	0	2	0	-1	-1	25000	1	5
40000	0	1	16000	0	1	2	16	-1	119500000	2539	0	-1	-1	356340	11	4
38120	0	1	38120	4	1	1	-1	0	626000000	12000	0	8000	-1	8000	1	1
38120	0	1	38120	4	1	1	2	0	626000000	12000	0	8000	-1	8000	1	1
37852.5	0	1	37852.5	2	1	1	-1	0	157500000	250	0	-1	-1	16520	1	1
37800	0	1	37800	3	2	1	16	0	3600000	50	0	-1	-1	1000	1	1
37500	0	1	37500	0	1	1	-1	-1	-1	2	0	-1	-1	0	0	1
37497.98	0	1	37497.98	8	2	1	-1	0	2300000	61	1	4	1	39937.5	2	1
37497.98	0	1	37497.98	8	2	1	-1	0	2300000	61	1	4	1	39937.5	2	1
37164	0	1	37164	1	1	1	14	0	60000000	2552	0	-1	3200	583375.5	9	1
36440	0	1	0	3	1	3	-1	0	60000000	2552	0	-1	3200	583375.5	9	5
36000	0	1	36000	1	1	1	-1	0	60000000	2552	0	-1	3200	583375.5	9	1
