160408.86	1	2	160408.86	16	4	5	12	-1	83	0	2	-1	52000	3	1
160408.86	1	2	160408.86	16	4	5	12	-1	83	0	2	-1	52000	3	1
160000	1	2	0	0	4	4	13	1696000000	8	0	-1	-1	0	0	8
159840	1	2	159840	3	1	5	12	119500000	2539	0	-1	-1	356340	11	1
157600	1	2	31520	0	4	3	17	-1	60	1	1	25	270600	3	5
153687.5	1	2	153687.5	11	4	5	12	37600000	230	1	-1	-1	-300	1	1
150599.34	1	2	0	9	4	4	4	5300000	58	0	2	15	0	0	8
150000	1	2	0	0	4	4	13	6300000	104	1	-1	-1	0	0	8
150000	1	2	0	0	4	4	8	0	92	1	3	-1	100000	1	8
150000	1	2	0	0	4	4	-1	1776965000	6	0	-1	-1	0	0	8
150000	1	2	0	0	3	4	12	420000	110	0	1	35	0	0	8
150000	1	2	30000	0	1	3	12	119500000	2539	0	-1	-1	356340	11	5
150000	1	2	0	0	4	4	6	10300000	80	0	-1	-1	0	0	8
150000	1	2	60000	0	4	3	4	108119178	475	1	-1	-1	400000	2	6
150000	1	2	0	0	4	4	-1	3200000	50	1	-1	-1	0	0	8
150000	1	2	0	0	4	4	12	11000000	51	0	-1	-1	0	0	8
150000	7	3	0	0	4	4	4	20500000	385	0	-1	-1	75000	1	8
150000	1	2	0	0	4	4	20	2300000	30	0	-1	-1	0	0	8
150000	1	2	0	0	4	4	20	500000	205	1	0	-1	0	1	8
150000	1	2	0	0	4	4	20	0	158	0	3	-1	5000	2	8
148053	1	2	0	16	1	4	-1	1200000	50	0	-1	-1	0	0	8
148000	1	2	0	0	4	4	20	5800000000	2500	0	-1	30000	0	0	8
147686.73	1	2	59074.69	18	4	1	17	1200000	31	1	2	5	156186.73	2	6
140800	1	2	0	0	3	4	13	28500000	200	0	-1	-1	5000	1	8
140000	1	2	0	0	4	4	20	3300000	27	1	-1	6	40000	1	8
135000	1	2	0	0	4	4	-1	1200000	50	0	-1	-1	0	0	8
133950.06	1	1	93765.04	34	4	1	3	6203832	43	1	1	4	133950.06	1	3
130000	1	2	0	0	4	4	12	850000	87	0	1	10	0	0	8
130000	1	2	0	0	4	4	20	0	58	1	8	-1	11000	1	8
130000	1	2	26000	0	4	1	10	17224097	91	0	-1	-1	180000	3	5
130000	1	2	0	0	4	4	4	0	33	1	3	-1	0	0	8
130000	1	2	0	0	4	4	13	0	47	0	-1	-1	0	0	8
130000	1	2	0	0	4	4	13	5500000	84	0	-1	-1	0	0	8
130000	1	2	0	0	1	4	12	4600000	56	1	1	10	0	0	8
126840	1	2	126840	4	1	5	3	0	300	0	9	-1	76680	2	1
126087.24	1	2	126087.24	17	4	5	20	3300000	36	1	2	-1	0	0	1
126087.24	1	2	126087.24	17	4	5	20	3300000	36	1	2	-1	0	0	1
125000	1	2	0	0	4	4	12	16000000	111	0	18	-1	0	1	8
125000	1	2	0	0	1	4	12	119500000	2539	0	-1	-1	356340	11	8
125000	1	2	0	0	4	4	13	5800000	51	1	1	15	0	0	8
125000	1	2	0	0	4	4	-1	17800000	115	1	2	-1	0	0	8
125000	1	2	25000	0	4	3	12	4400000	70	1	5	-1	125000	1	5
125000	1	2	0	0	4	4	10	5500000	84	0	-1	-1	0	0	8
125000	1	2	0	0	1	4	-1	3300000	0	0	-1	-1	0	0	8
125000	1	2	0	0	1	4	-1	3300000	0	0	-1	-1	0	0	8
125000	1	2	25000	0	4	3	4	6300000	134	1	6	-1	127310	3	5
122442.6	1	2	122442.6	18	4	5	-1	3700000	33	0	1	-1	0	0	1
120000	1	2	0	0	4	4	-1	24000000	45	0	1	-1	2000	1	8
120000	1	2	0	0	4	4	4	0	33	1	3	-1	0	0	8
120000	1	2	0	0	4	4	20	0	86	1	-1	-1	0	0	8
120000	1	2	0	0	4	4	13	4400000	70	1	5	-1	125000	1	8
117201	1	2	0	0	4	4	8	2100000	26	1	1	8	0	0	8
114840.4	1	2	114840.4	13	4	5	13	0	42	1	4	-1	0	0	1
113160	1	2	45264	1	1	3	17	60000000	2552	0	-1	3200	583375.5	9	6
112000	1	2	112000	1	1	5	8	119500000	2539	0	-1	-1	356340	11	1
110000	1	2	0	0	4	4	20	4700000	50	1	2	14	0	0	8
110000	1	2	0	0	4	4	8	20000000	83	1	1	8	0	0	8
110000	1	2	0	0	4	4	20	3300000	27	1	-1	6	40000	1	8
110000	1	2	0	0	4	4	20	0	81	1	-1	-1	0	0	8
110000	1	2	0	0	4	4	-1	3200000	50	1	-1	-1	0	0	8
110000	1	2	0	0	4	4	20	3700000	40	1	1	-1	0	0	8
108800	1	2	0	0	4	4	-1	0	158	0	3	-1	5000	2	8
108095.2	1	2	108095.2	22	3	5	3	0	60	1	-1	-1	352.62	1	1
108095.2	1	2	108095.2	22	3	5	3	0	60	1	-1	-1	352.62	1	1
107253.59	1	2	107253.59	21	4	5	-1	4900000	90	1	2	25	1900	1	1
103565	1	2	103565	0	4	5	-1	5300000000	3000	0	-1	1100	107000	1	1
100000	1	2	40000	0	1	3	4	186652000	1400	1	117	-1	691510.14	17	6
100000	1	2	0	0	1	4	12	0	181	0	1	1	25000	1	8
100000	1	2	20000	0	4	3	20	35000000	186	1	2	-1	110375	5	5
100000	1	2	0	0	4	4	-1	1776965000	6	0	-1	-1	0	0	8
100000	2	2	0	0	4	4	-1	0	10000	0	-1	-1	0	0	8
100000	1	2	20000	0	4	3	20	0	170	0	-1	-1	165000	4	5
100000	1	2	0	0	1	4	12	4800000	52	0	3	-1	25000	1	8
100000	1	2	40000	0	1	3	8	0	92	1	3	-1	100000	1	6
100000	1	2	0	0	1	4	-1	0	300	0	9	-1	76680	2	8
100000	1	2	0	0	4	4	12	3000000	28	1	1	-1	0	0	8
100000	1	2	20000	0	4	3	11	186652000	1400	1	117	-1	691510.14	17	5
100000	1	2	0	0	4	4	-1	3700000	33	0	1	-1	0	0	8
100000	1	2	0	0	4	4	-1	138500000	303	0	-1	-1	0	0	8
100000	1	2	40000	0	4	3	3	186652000	1400	1	117	-1	691510.14	17	6
100000	1	2	0	0	4	4	-1	20000000	83	1	1	8	0	0	8
96935	1	2	67854.5	5	1	1	20	126000000	195	0	-1	-1	344762.5	7	3
95987.8	1	1	95987.8	8	1	5	-1	186652000	1400	1	117	-1	691510.14	17	1
95000	1	2	38000	0	4	3	20	126000000	195	0	-1	-1	344762.5	7	6
95000	1	2	38000	0	4	1	20	60000000	35	0	1	-1	95000	1	6
95000	1	2	19000	0	4	3	1	6600000	26	1	2	-1	95000	1	5
95000	1	2	19000	0	4	3	17	-1	60	1	1	25	270600	3	5
94900	1	2	0	7	1	4	20	46600000	85	0	-1	-1	0	0	8
92560	1	2	92560	0	4	5	-1	-1	-1	0	-1	3500	0	0	1
92180	1	2	92180	7	1	5	3	0	300	0	9	-1	76680	2	1
90600	2	2	0	0	4	4	10	72600000	-1	0	-1	400	0	0	8
90100	1	2	90100	7	1	5	-1	0	300	0	9	-1	76680	2	1
90000	1	2	0	0	3	4	8	8700000	101	0	-1	-1	0	0	8
90000	1	2	0	0	1	4	12	16000000	111	0	18	-1	0	1	8
90000	5	2	18000	0	4	3	-1	154000000	-1	0	-1	4500	90000	1	5
90000	1	2	0	0	4	4	3	60000000	35	0	1	-1	95000	1	8
90000	1	2	0	0	1	3	8	2800000	30	1	3	9	8400	2	4
90000	7	3	36000	0	4	3	12	60500000	150	0	-1	-1	90000	1	6
90000	1	2	0	0	1	4	20	3000000	35	0	-1	-1	0	0	8
89180	1	2	35672	7	4	3	20	4000000	91	1	-1	-1	107180	3	6
85000	1	2	34000	0	4	3	11	180000	125	0	-1	-1	85000	1	6
85000	1	2	0	0	4	4	20	5300000000	3000	0	-1	1100	107000	1	8
84000	1	2	84000	1	1	5	12	119500000	2539	0	-1	-1	356340	11	1
83000	1	2	0	0	4	4	12	1500000	10	0	-1	-1	0	0	8
80642.04	1	2	80642.04	9	4	5	12	0	158	0	3	-1	5000	2	1
80221.62	1	2	80221.62	8	4	5	13	0	31	0	1	7	3151.71	1	1
80000	1	2	0	0	1	4	13	41700000	250	0	-1	1300	70000	2	8
80000	1	2	80000	1	1	5	-1	0	300	0	9	-1	76680	2	1
80000	1	2	56000	0	1	1	20	335900000	499	0	-1	-1	80000	1	3
80000	1	2	0	0	1	4	12	119500000	2539	0	-1	-1	356340	11	8
79350	1	2	79350	3	3	5	20	30000000	345	0	2	-1	25000	1	1
78600	5	2	78600	0	4	5	-1	5480000000	-1	0	-1	72025	15000	2	1
76700	1	2	0	2	1	4	-1	14800000	370	0	-1	-1	0	0	8
76000	7	3	0	0	4	4	12	890000	10	0	-1	-1	0	0	8
75645.87	1	2	30258.35	10	4	1	11	2900000	24	0	-1	-1	115645.87	2	6
75462	1	2	0	0	1	4	4	12500000	110	0	-1	-1	0	1	8
75462	1	2	0	0	1	4	4	12500000	110	0	-1	-1	0	1	8
75257.22	1	2	75257.22	22	4	5	3	1500000	30	1	3	-1	0	0	1
75000	1	2	15000	0	4	3	4	86600000	103	0	-1	-1	123000	2	5
75000	1	2	0	0	4	4	-1	0	31	0	1	7	3151.71	1	8
75000	1	2	0	0	3	4	-1	5100000	40	0	1	6	0	0	8
75000	1	2	0	0	4	4	20	1200000	50	0	-1	-1	0	0	7
75000	1	2	15000	0	1	3	13	0	30	0	-1	-1	75000	1	5
75000	7	3	15000	0	4	3	3	20500000	385	0	-1	-1	75000	1	5
75000	1	2	0	0	4	4	13	6203832	43	1	1	4	133950.06	1	8
75000	1	2	30000	0	1	3	8	0	456	0	-1	25	125000	4	6
75000	1	2	30000	0	4	3	4	3100000	42	0	-1	-1	75000	1	6
75000	1	2	75000	0	4	5	-1	140000	100	0	-1	-1	49850	3	1
75000	1	2	0	0	4	4	-1	0	-1	0	-1	26000	0	0	8
74896.25	1	2	74896.25	20	4	5	12	2800000	27	1	-1	-1	0	0	1
73900.8	1	2	73900.8	19	4	5	20	3000000	28	1	1	-1	0	0	1
72882.8	1	2	72882.8	6	1	5	12	119500000	2539	0	-1	-1	356340	11	1
72860	1	2	0	7	4	4	3	12500000	110	0	-1	-1	0	1	8
70851	1	2	0	0	4	4	20	4900000	90	1	2	25	1900	1	8
70000	1	2	0	0	3	4	-1	30000000	345	0	2	-1	25000	1	8
67992	1	2	67992	4	1	5	8	35000000	308	1	3	50	350000	1	1
67500	1	2	67500	0	4	5	20	140000	100	0	-1	-1	49850	3	1
67213.75	1	2	0	19	3	4	12	0	23	1	-1	-1	0	0	8
67100	1	2	67100	3	1	5	-1	41700000	250	0	-1	1300	70000	2	1
66680	1	2	46676	3	1	1	3	0	300	0	9	-1	76680	2	3
65200	1	2	26080	2	1	3	3	60000000	2552	0	-1	3200	583375.5	9	6
64000	1	2	64000	0	4	5	-1	140000	100	0	-1	-1	49850	3	1
63000	1	2	12600	0	3	3	4	0	50	0	-1	-1	87000	2	5
60964.8	1	2	0	13	3	4	-1	180000	125	0	-1	-1	85000	1	8
60711	1	2	60711	2	1	5	-1	157500000	250	0	-1	-1	16520	1	1
60295	1	2	60295	10	4	5	12	186652000	1400	1	117	-1	691510.14	17	1
60000	1	2	0	0	1	4	13	119500000	2539	0	-1	-1	356340	11	8
60000	1	2	0	0	4	4	20	0	54	1	-1	-1	5000	1	8
60000	1	2	24000	0	4	1	8	1300000	24	0	-1	-1	100000	2	6
59860	1	2	59860	5	3	5	13	61000000	61	0	-1	-1	0	0	1
59770	1	2	59770	8	3	5	20	34000000	50	0	-1	-1	0	0	1
58900	1	2	0	0	4	4	12	200000	25	0	4	-1	0	0	8
58812.84	1	1	0	16	4	4	20	2400000	31	1	1	7	0	0	8
56587	1	2	0	15	4	4	12	2100000	22	1	-1	-1	0	0	8
55664	1	2	0	5	4	4	4	35000000	186	1	2	-1	110375	5	8
55200	1	2	55200	0	1	5	-1	626000000	12000	0	8000	-1	8000	1	1
55117.6	1	2	55117.6	15	4	5	8	2300000	33	1	3	8	33400	2	1
55000	1	2	0	0	3	4	13	61000000	61	0	-1	-1	0	0	8
55000	1	2	22000	0	1	3	12	126000000	195	0	-1	-1	344762.5	7	6
55000	1	2	0	0	4	4	-1	3700000	27	1	3	-1	0	0	8
55000	1	2	0	0	3	4	4	61000000	61	0	-1	-1	0	0	8
55000	1	2	22000	0	1	3	20	126000000	195	0	-1	-1	344762.5	7	6
55000	1	2	11000	0	3	3	4	0	50	0	2	-1	55000	1	5
54800	1	2	54800	0	1	5	-1	626000000	12000	0	8000	-1	8000	1	1
54655.31	1	2	0	11	4	4	20	2300000	33	1	3	8	33400	2	8
54080	5	2	54080	0	4	5	-1	11100000000	-1	0	-1	8000	0	0	1
53701.98	1	2	0	15	3	4	13	5143948	49	1	1	9	54000	2	8
53000	1	2	10600	0	4	1	12	5143948	49	1	1	9	54000	2	5
52120	1	2	0	7	4	4	17	0	43	1	-1	45	-650	1	8
51850	1	2	0	10	4	4	-1	2400000	35	1	2	-1	0	0	8
51427.8	1	2	0	5	1	4	-1	119500000	2539	0	-1	-1	356340	11	8
50740	1	2	0	0	1	4	20	28200000	112	0	-1	-1	0	0	8
50740	1	2	0	0	1	4	20	28200000	112	0	-1	-1	0	0	8
50000	1	2	0	0	4	4	-1	-1	2	0	-1	-1	0	0	8
50000	1	2	50000	0	4	5	-1	-1	2	0	-1	-1	0	0	1
50000	1	2	0	0	4	4	-1	0	788	1	-1	-1	10000	1	8
50000	1	2	0	0	4	4	-1	5300000	58	0	2	15	0	0	8
50000	1	2	0	0	4	4	-1	41700000	250	0	-1	1300	70000	2	8
50000	1	2	0	0	1	4	-1	0	300	0	9	-1	76680	2	8
50000	1	2	0	0	4	4	20	1213155	43	1	5	6	0	0	8
50000	1	2	0	0	4	4	13	8200000	101	1	-1	-1	50000	1	8
50000	1	2	0	0	4	4	-1	24000000	45	0	1	-1	2000	1	8
50000	1	2	0	0	4	4	4	4800000	52	0	3	-1	25000	1	8
50000	1	2	10000	0	4	1	10	17224097	91	0	-1	-1	180000	3	5
50000	1	2	20000	0	1	3	12	14000000	1600	1	-1	-1	67475.4	5	6
50000	1	2	0	0	4	4	18	500000	205	1	0	-1	0	1	4
50000	1	2	0	0	4	4	13	8200000	101	1	-1	-1	50000	1	8
50000	1	2	10000	0	4	3	12	41700000	250	0	-1	1300	70000	2	5
50000	1	2	10000	0	4	3	4	7000000	76	0	-1	-1	56512	3	5
50000	1	2	0	0	3	4	12	0	265	0	-1	-1	0	0	8
50000	1	2	0	0	4	4	12	1100000	30	1	-1	-1	0	0	8
50000	1	2	50000	0	4	5	-1	140000	100	0	-1	-1	49850	3	1
50000	1	2	0	0	3	4	-1	140000	150	0	-1	-1	0	0	8
50000	1	2	0	0	4	4	-1	457000000	750	0	1	1	500000	5	8
50000	1	2	0	0	4	4	12	0	300	0	9	-1	76680	2	8
50000	1	2	0	0	4	4	13	5800000	51	1	1	15	0	0	8
50000	1	2	0	0	4	4	-1	0	-1	0	-1	26000	0	0	8
50000	1	2	0	0	4	4	-1	0	-1	0	-1	26000	0	0	8
50000	1	2	0	0	4	4	11	500000	205	1	0	-1	0	1	8
50000	1	2	10000	0	4	3	4	-1	83	0	2	-1	52000	3	5
50000	1	2	10000	0	4	3	4	140000	100	0	-1	-1	49850	3	5
50000	1	2	20000	0	4	4	8	8200000	101	1	-1	-1	50000	1	6
50000	1	2	20000	0	1	3	20	0	456	0	-1	25	125000	4	6
50000	1	2	20000	0	1	3	4	457000000	750	0	1	1	500000	5	6
50000	1	2	20000	0	1	1	12	9900000	500	0	-1	-1	1154016.74	6	6
50000	1	2	10000	0	4	3	20	0	170	0	-1	-1	165000	4	5
50000	1	2	10000	0	1	3	20	769831489	850	0	-1	-1	135000	3	5
49583.6	1	2	49583.6	2	1	5	3	6300000	134	1	6	-1	127310	3	1
49457.8	1	2	19783.12	24	3	1	4	3400000	30	0	2	8	89587.8	3	6
48000	1	2	48000	0	4	5	-1	-1	2	0	-1	-1	0	0	1
48000	1	2	19200	0	3	4	20	86600000	103	0	-1	-1	123000	2	6
48000	1	2	9600	0	4	3	8	1800000	43	1	-1	-1	65000	2	5
47560	1	1	33292	14	3	1	20	6400000	400	1	3	35	182560	3	3
47560	1	1	33292	14	3	1	20	6400000	400	1	3	35	182560	3	3
47560	1	1	33292	14	3	1	20	6400000	400	1	3	35	182560	3	3
46250	1	2	46250	0	1	5	-1	119500000	2539	0	-1	-1	356340	11	1
46020	1	2	0	0	1	4	-1	319000000	750	0	-1	-1	288900	1	8
45821.36	1	1	18328.54	4	1	4	8	186652000	1400	1	117	-1	691510.14	17	6
45570	1	2	45570	2	1	5	-1	335900000	499	0	-1	-1	80000	1	1
45200	1	2	0	0	4	4	4	0	240	0	1	-1	0	0	8
45200	1	2	0	0	1	4	20	0	240	0	1	-1	0	0	8
45000	1	2	0	0	4	4	8	6100000	120	1	4	35	18500	3	8
45000	1	2	0	0	4	4	17	11000000	51	0	-1	-1	0	0	8
45000	1	2	0	0	3	4	-1	30000000	345	0	2	-1	25000	1	8
45000	1	2	45000	0	1	5	3	335900000	499	0	-1	-1	80000	1	1
44900	1	2	44900	4	1	5	4	302000000	345	0	-1	-1	14000	1	1
44800	1	2	17920	7	4	3	20	5483741	75	0	2	-1	64800	2	6
44800	1	2	17920	7	4	3	20	5483741	75	0	2	-1	64800	2	6
43500	1	2	0	0	4	4	8	2100000	26	1	1	8	0	0	8
43365	1	2	43365	2	1	5	-1	335900000	499	0	-1	-1	80000	1	1
43248.54	1	2	43248.54	12	4	5	-1	180000	125	0	-1	-1	85000	1	1
42900	1	2	0	0	3	4	-1	0	50	0	2	-1	55000	1	8
42900	1	2	0	0	3	4	13	0	30	0	-1	-1	75000	1	8
42900	1	2	42900	3	3	5	20	6100000	40	0	-1	-1	15000	1	1
42750.12	1	1	42750.12	20	4	5	17	3500000	44	1	3	41	12600	1	1
42640	1	2	0	7	4	4	17	0	31	0	1	7	3151.71	1	8
42000	1	2	42000	0	4	5	-1	517600000	3	0	-1	-1	0	0	1
41946	1	2	41946	9	1	5	-1	60000000	2552	0	-1	3200	583375.5	9	1
41790	5	2	16716	0	4	3	-1	9640000000	2	0	-1	62159	41790	1	6
41633.5	1	1	41633.5	9	3	5	-1	186652000	1400	1	117	-1	691510.14	17	1
40600	1	2	40600	4	1	5	20	119500000	2539	0	-1	-1	356340	11	1
40600	1	2	40600	4	1	5	20	119500000	2539	0	-1	-1	356340	11	1
40237.5	1	2	40237.5	5	1	5	3	35000000	186	1	2	-1	110375	5	1
40130	1	2	16052	7	4	1	20	3400000	30	0	2	8	89587.8	3	6
40130	1	2	16052	7	4	1	20	3400000	30	0	2	8	89587.8	3	6
40004.3	1	2	40004.3	4	1	5	-1	119500000	2539	0	-1	-1	356340	11	1
40000	1	2	16000	0	1	1	12	80000000	63	1	4	15	55091	3	6
40000	1	2	0	0	1	4	13	0	86	1	-1	-1	0	0	8
40000	1	2	0	0	4	4	3	0	86	1	2	12	0	0	8
40000	1	2	0	0	4	4	20	2400000	31	1	1	7	0	0	8
40000	1	2	16000	0	1	1	12	80000000	63	1	4	15	55091	3	6
40000	1	2	0	0	4	4	20	20545649	48	0	-1	-1	123600	4	8
40000	1	2	0	0	4	4	12	5700000	45	0	3	1	0	0	8
40000	1	2	8000	0	4	3	14	3300000	27	1	-1	6	40000	1	5
40000	1	2	0	0	4	4	20	5500000	52	1	-1	-1	50000	1	8
40000	5	2	0	0	4	4	-1	5480000000	-1	0	-1	72025	15000	2	8
40000	1	2	8000	0	4	3	20	20545649	48	0	-1	-1	123600	4	5
40000	5	2	0	0	4	4	-1	5480000000	-1	0	-1	72025	15000	2	8
40000	7	3	0	0	4	4	13	860000	6	0	-1	-1	0	0	8
40000	1	2	16000	0	4	1	11	2900000	24	0	-1	-1	115645.87	2	6
40000	1	2	8000	0	4	3	8	1300000	24	0	-1	-1	100000	2	5
40000	1	2	0	0	4	4	4	0	2	0	-1	-1	25000	1	8
40000	1	2	16000	0	1	3	20	119500000	2539	0	-1	-1	356340	11	6
38120	1	2	38120	4	1	5	-1	626000000	12000	0	8000	-1	8000	1	1
38120	1	2	38120	4	1	5	3	626000000	12000	0	8000	-1	8000	1	1
37852.5	1	2	37852.5	2	1	5	-1	157500000	250	0	-1	-1	16520	1	1
37800	1	2	37800	3	3	5	20	3600000	50	0	-1	-1	1000	1	1
37500	1	2	37500	0	1	5	-1	-1	2	0	-1	-1	0	0	1
37497.98	1	2	37497.98	8	3	5	-1	2300000	61	1	4	1	39937.5	2	1
37497.98	1	2	37497.98	8	3	5	-1	2300000	61	1	4	1	39937.5	2	1
37164	1	2	37164	1	1	5	17	60000000	2552	0	-1	3200	583375.5	9	1
36440	1	2	0	3	1	4	-1	60000000	2552	0	-1	3200	583375.5	9	8
36000	1	2	36000	1	1	5	-1	60000000	2552	0	-1	3200	583375.5	9	1
35913	1	2	35913	5	1	5	17	9900000	500	0	-1	-1	1154016.74	6	1
35900	1	2	14360	5	1	1	9	0	26	0	-1	-1	35900	1	6
35364	1	2	0	4	1	4	3	35000000	308	1	3	50	350000	1	8
35056	1	2	14022.4	4	3	3	12	14700000	75	0	-1	-1	35056	1	6
35000	1	2	0	0	4	4	13	0	42	1	4	-1	0	0	8
35000	1	2	7000	0	4	3	4	2600000	40	1	-1	10	35000	1	5
35000	1	2	0	0	4	4	3	3500000	44	1	3	41	12600	1	8
35000	1	2	0	0	3	4	-1	6100000	40	0	-1	-1	15000	1	8
35000	1	2	14000	0	1	1	3	14500000	255	0	-1	-1	35000	2	6
35000	1	2	0	0	4	4	20	517600000	3	0	-1	-1	0	0	8
35000	1	2	0	0	4	4	12	0	42	1	4	-1	0	0	8
34844	1	2	34844	6	1	5	4	186652000	1400	1	117	-1	691510.14	17	1
34500	1	2	34500	0	4	5	4	-1	2	0	-1	-1	0	0	1
34000	1	2	34000	0	4	5	-1	0	3500	0	-1	-1	20000	1	1
33000	1	2	0	0	4	4	10	13500000	129	1	-1	-1	107500	2	8
33000	1	2	0	0	4	4	11	1400000	31	1	-1	-1	7222.93	1	8
32920	1	2	32920	7	4	5	13	2800000	26	0	-1	-1	21000	2	1
32920	1	2	32920	7	4	5	13	2800000	26	0	-1	-1	21000	2	1
32765.7	1	2	32765.7	13	4	5	12	0	81	1	-1	-1	0	0	1
32765.7	1	2	32765.7	13	4	5	12	0	81	1	-1	-1	0	0	1
32758	1	2	13103.2	2	1	3	3	60000000	2552	0	-1	3200	583375.5	9	6
32612	1	2	13044.8	0	4	3	12	0	19	0	2	-1	32612	1	6
32500	1	2	32500	0	4	5	4	140000	100	0	-1	-1	49850	3	1
